ปี,หมายเลขบ่อน้ำบาดาล / หมายเลขอื่น ๆ,สถานที่ตั้งบ่อ,จังหวัด,อำเภอ,ตำบล,ความลึกของบ่อ,pH,EC,ความขุ่น,สี,แคลเซียม,แมกนีเซียม,โซเดียม,โพแทสเซียม,เหล็ก,แมงกานีส,ทองแดง,สังกะสี,ซัลเฟต,คลอโรด์,คาร์บอเนต,โบคาร์บอเนต,ฟลูออไรด์,ไนไทรต์,ไนเทรด,ความกระด้างทั้งหมด,ความกระกระด่างถาวร,TDS,สารหนู,ตะกั่ว,แคดเมียม,โครเมียม,ปรอท,ซีลีเนียม
2562,5943G008,นายบัญฑูล ศรีสวัสดิ์ ตำบลบ่อเวฬุ อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,บ่อเวฬุ,51.5,7.9,134,-,-,15,5.8,6,0.8,2.8,0.1,0.0,0.0,< 1,2.0,0,80,0.2,0.00,< 0.9,62,0,87,,,,,,
2565,5909B017,บ้านเนินกระบก ตำบลแก่งหางแมว อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,แก่งหางแมว,-,7.5,490,2.8,-,61,16,26,0.39,0.0,0.0,-,-,< 1,10,0,321,0.2,-,< 0.9,220,0,318,,,,,,
2565,5909B017,บ้านเนินกระบก ตำบลแก่งหางแมว อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,แก่งหางแมว,-,7.5,498,2.3,-,64,14,26,0.35,0.2,0.4,-,-,< 1,11,0,328,0.2,-,< 0.9,220,0,324,,,,,,
2564,6409F006,เทศบาลตำบลปัถวี บ่อที่ 2 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,92,9.0,266,-,-,28,11,24,2.8,14,1.9,-,-,5,8.0,63,58,0.2,-,22,110,0,173,,,,,,
2564,6309G068,โรงเรียนตำรวจตระเวนชายแดนบ้านคลองมะลิประเวศน์วิทยา ตำบลอ่างคีรี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,อ่างคีรี,92,7.9,236,-,-,33,12,8.9,1.0,3.7,0.6,-,-,1,8.0,0,155,0.4,-,< 0.9,130,7,153,,,,,,
2568,5409D023,โรงเรียนตำรวจตระเวนชายแดนสิงคโปร์แอร์ไลน์เฉลิมพระเกียรติ (บ่อที่2) บ้านหนองบอน ตำบลทุ่งขนาน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทุ่งขนาน,-,7.8,448,0.2,-,49,14,33,0.57,0.0,0.0,0.0,0.0,8,23,0,244,0.1,-,3.0,180,0,291,,,,,,
2564,6309C014,บ้านเขานมนาง ตำบลทุ่งขนาน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทุ่งขนาน,100,7.0,"1,450",-,-,140,110,65,1.5,0.3,0.1,-,-,100,78,0,796,0.5,0.00,< 0.9,800,150,942,,,,,,
2564,6309G062,โรงเรียนบ้านทรัพย์เจริญ ตำบลสะตอน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,สะตอน,28.32,7.6,"1,020",-,-,110,39,45,0.90,2.3,0.6,0.0,0.0,25,62,0,610,0.4,0.07,< 0.9,440,0,663,,,,,,
2564,6409E006,บ้านคลองหลอด บ่อที่ 1 ตำบลท่าช้าง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,62,7.6,341,-,-,36,1.6,35,0.60,0.5,0.3,-,-,2,48,0,148,0.0,-,< 0.9,97,0,222,,,,,,
2562,6209E010,บ้านเจริญสุข ตำบลแก่งหางแมว อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,แก่งหางแมว,104,7.7,940,-,-,48,61,82,1.2,0.7,0.1,-,-,11,51,0,537,0.7,0.01,8.6,370,0,611,,,,,,
2564,6309G068,โรงเรียนตำรวจตระเวนชายแดนบ้านคลองมะลิประเวศน์วิทยา บ้านคลองมะลิ ตำบลอ่างคีรี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,อ่างคีรี,92,7.5,261,-,-,33,3.4,21,1.9,0.0,0.0,-,-,17,6.4,0,152,0.4,-,1.0,96,0,170,,,,,,
2564,6409E006,บ้านคลองหลอด บ่อที่1 ตำบลท่าช้าง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,62,5.6,220,-,-,7.4,7.4,29,7.5,0.1,0.4,-,-,2,41,0,74,0.1,-,< 0.9,49,0,143,,,,,,
2564,6309D045,บ้านห้วงปลาดุก บ่อที่ 5 ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,92,6.7,212,-,-,28,3.1,12,2.0,0.0,0.0,-,-,< 1,4.4,0,105,0.1,0.03,13,83,0,138,,,,,,
2564,6309D041,บ้านห้วงปลาดุก บ่อที่ 2 ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,80,7.5,320,-,-,49,13,9.0,0.84,0.1,0.0,-,-,15,4.4,0,192,0.2,0.00,3.1,180,20,208,,,,,,
2564,6309D047,บ้านห้วงปลาดุก บ่อที่ 6 ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,92,7.4,210,-,-,26,5.5,9.3,2.4,0.0,0.1,-,-,23,4.0,0,90,0.1,0.00,1.9,87,13,136,,,,,,
2568,6509B005,เทศบาลตำบลปัถวี ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,74,6.8,359,16,-,48,5.8,23,1.5,32,1.1,0.0,0.5,2,5.2,0,227,0.1,-,6.0,140,0,233,,,,,,
2568,5943G054,วัดช้างข้าม ตำบลช้างข้าม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,ช้างข้าม,28,6.4,"56,200",-,-,"2,000","1,500","9,400",98,14,6.5,0.1,0.0,"2,900","22,000",0,544,0.0,0.00,1.7,"11,000","11,000","36,500",,,,,,
2564,6409E007,บ้านคลองหลอด บ่อที่ 2 ตำบลท่าช้าง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,62,7.7,269,-,-,3.7,7.4,56,1.6,1.0,0.1,-,-,5,30,0,129,0.2,-,< 0.9,40,0,175,,,,,,
2564,6409B009,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง บ่อที่ 2 ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,7.2,228,-,-,32,3.5,16,1.7,0.5,0.2,-,-,1,5.2,0,164,0.2,-,< 0.9,94,0,148,,,,,,
2564,6409B009,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,7.5,61,-,-,9.0,2.5,3.3,2.3,0.0,0.0,-,-,1,10,0,30,0.0,-,8.9,33,8,40,,,,,,
2564,6309G069,ทัณฑสถานเปิดทุ่งเบญจา ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,104,6.1,116,-,-,14,5.5,5.0,3.7,3.9,0.3,-,-,5,6.4,0,65,0.2,-,3.8,58,4,75,,,,,,
2562,6209G002,บ้านสองห้อง ตำบลรำพัน อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,รำพัน,62,7.0,781,-,-,37,18,110,1.3,0.0,0.0,-,-,35,120,0,209,0.3,-,2.1,170,0,508,,,,,,
2562,6109C039,บ้านซำปลาไหล ตำบลสองพี่น้อง อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,สองพี่น้อง,92,7.2,200,-,-,27,2.2,10,2.6,0.0,0.1,-,-,< 1,11,0,98,0.1,-,8.5,76,0,130,,,,,,
2565,6509A018,บ้านคลองขวาง ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,62,6.8,147,0.2,-,17,2.6,8.9,1.0,1.5,0.1,0.0,0.0,3,4.0,0,90,0.1,-,< 0.9,54,0,96,,,,,,
2565,6509A017,บ้านคลองขวาง ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,80,6.7,161,7.3,-,16,4.8,10,1.3,0.4,0.1,0.0,0.0,3,3.6,0,102,0.1,-,< 0.9,60,0,105,,,,,,
2565,6409B009,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง บ่อที่ 2 ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,7.3,227,9.2,-,33,4.5,9.3,0.87,0.4,0.2,0.0,2.6,2,2.0,0,150,0.1,-,< 0.9,100,0,148,,,,,,
2562,6209F015,โรงเรียนวัดโป่งแรด (ปคุณวิทยาคาร) ตำบลพลับพลา อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,พลับพลา,70,6.9,251,-,-,31,12,6,1.9,8.6,0.2,-,-,2,4.8,0,161,0.1,0.00,< 0.9,130,0,163,,,,,,
2562,6209A015,โรงเรียนบ้านวังตัก ตำบลฉมัน อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ฉมัน,68,8.2,187,-,-,30,2.3,5,1.2,2.2,0.6,-,-,1,5.6,0,117,0.1,0.00,< 0.9,85,0,122,,,,,,
2563,6209H042,บ้านเนินตะบก ตำบลแก่งหางแมว อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,แก่งหางแมว,74,8.2,373,-,-,26,16,40,4.1,0.0,0.0,-,-,12,18,0,216,0.3,0.00,< 0.9,130,0,242,,,,,,
2564,6309F056,บ้านสระบาปบน ตำบลคลองนารายณ์ อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,คลองนารายณ์,80,6.9,272,-,-,34,5.3,20,5.1,0.0,0.1,-,-,< 1,6.4,0,190,1.4,-,< 0.9,110,0,177,,,,,,
2563,5909A026,บ้านเนินมณฑา ตำบลกระแจะ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,กระแจะ,36,7.1,414,-,-,65,8.5,15,0.92,1.6,0.4,0.0,0.0,2,3.6,0,268,0.1,-,< 0.9,200,0,269,,,,,,
2563,6109B002,บ้านหมื่นซ่อง ตำบลกระแจะ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,กระแจะ,38,7.0,488,-,-,81,12,13,0.62,2.8,0.4,0.0,2.9,4,4.4,0,333,0.1,-,< 0.9,250,0,317,,,,,,
2562,6109F039,บ้านทุ่งตลาด ตำบลวังแซ้ม อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,วังแซ้ม,88,9.3,100,-,-,8.0,0.1,14,1.0,0.2,0.0,-,-,< 1,2.4,19,19,0.2,0.00,< 0.9,20,0,65,,,,,,
2562,6209D028,บ้านผ่านศึกเขต2 ตำบลผ่านศึก อำเภออรัญประเทศ จังหวัดสระแก้ว,สระแก้ว,อรัญประเทศ,ผ่านศึก,92,7.8,679,-,-,67,31,43,1.4,0.1,0.0,-,-,7,12,0,441,0.8,0.00,10,300,0,441,,,,,,
2562,6209D017,บ้านเขายายชุม ตำบลแกลง อำเภอเมืองระยอง จังหวัดระยอง,ระยอง,เมืองระยอง,แกลง,74,7.3,272,-,-,35,7.4,15,3.6,0.2,2.2,-,-,< 1,8.0,0,169,0.2,-,< 0.9,120,0,177,,,,,,
2565,6309G062,โรงเรียนบ้านทรัพย์เจริญ ตำบลสะตอน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,สะตอน,-,7.3,"1,080",-,-,97,36,60,0.80,0.0,0.1,0.0,0.0,30,61,0,532,0.4,0.02,< 0.9,390,0,702,,,,,,
2568,5409D023,โรงเรียนตำรวจตระเวนชายแดนสิงคโปร์แอร์ไลน์เฉลิมพระเกียรติ (บ่อที่2) บ้านหนองบอน ตำบลทุ่งขนาน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทุ่งขนาน,27,7.3,726,0.1,-,77,31,41,0.50,1.1,0.0,0.0,0.0,23,40,0,379,0.2,-,3.1,320,9,472,,,,,,
2562,6209A013,โรงเรียนบ้านหนองบอน ตำบลคลองใหญ่ อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,คลองใหญ่,86,8.1,963,-,-,47,30,170,2.1,0.4,0.0,-,-,46,24,0,656,0.8,0.00,< 0.9,240,0,626,,,,,,
2562,6209A016,โรงเรียนวัดทุ่งเบญจา ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,62,6.4,16,0.0,0,1.8,0.0,< 4,0.8,0.0,0.0,0.0,0.0,1,< 1.5,0,9,0.0,0.00,< 0.9,< 5,0,10,,,,,,
2563,6309F006,บ้านหนองหงส์ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,80,7.0,438,-,-,26,7.9,55,2.2,0.0,0.0,0.0,0.0,2,58,0,162,0.2,-,< 0.9,98,0,285,,,,,,
2562,6209A016,โรงเรียนวัดทุ่งเบญจา ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,62,8.5,280,-,-,38,8.8,12,0.8,0.4,0.3,-,-,< 1,8.0,18,146,0.1,0.13,< 0.9,130,0,182,,,,,,
2562,6209A013,โรงเรียนบ้านหนองบอน ตำบลคลองใหญ่ อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,คลองใหญ่,86,8.3,282,-,-,38,9.0,12,0.7,2.2,0.2,-,-,< 1,6.4,11,157,0.1,0.03,< 0.9,130,0,183,,,,,,
2566,6309F058,บ้านเนินมณฑา บ่อที่ 3 ตำบลกระแจะ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,กระแจะ,74,6.6,953,> 20,-,93,22,67,1.3,4.9,0.3,0.0,2.2,20,150,0,279,0.1,-,1.5,320,92,619,,,,,,
2568,5809D041,วัดหนองปลาไหล บ้านดอน ตำบลวังสรรพรส อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,วังสรรพรส,-,5.9,58,4.4,-,5.0,2.5,5.1,0.18,0.3,0.0,0.0,0.0,1,< 1.5,0,33,0.1,0.00,3.8,23,0,38,,,,,,
2568,5709E041,โรงเรียนบ้านคลองลาว จุด 1 ตำบลวังใหม่ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,วังใหม่,,7.0,521,4.1,-,75,17,17,0.48,0.0,0.1,0.0,0.0,3,5.6,0,349,0.2,0.00,< 0.9,260,0,339,,,,,,
2568,6009G057,โรงเรียนวัดแก่งหางแมว ตำบลแก่งหางแมว อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,แก่งหางแมว,-,5.7,173,0.6,-,14,8.7,12,0.98,0.0,0.0,0.0,0.0,2,11,0,88,0.3,0.00,3.2,70,0,112,,,,,,
2568,6409B010,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,-,6.6,114,2.6,-,15,1.5,6.5,1.3,3.5,0.0,0.0,0.4,5,6.0,0,56,0.1,0.00,5.2,44,0,74,,,,,,
2563,6309H007,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,104,6.9,225,> 20,-,20,7.3,21,1.7,0.0,0.0,0.0,0.0,< 1,6.0,0,133,0.2,-,< 0.9,81,0,146,,,,,,
2563,6309H006,บ้านหนองหงส์ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,56,7.4,409,-,-,48,19,15,0.95,0.0,0.0,0.0,0.0,1,6.8,0,241,0.4,-,14,200,0,266,,,,,,
2565,6409G048,บ้านหนองคล้า บ่อที่ 1 ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,92,6.8,274,0.4,-,52,0.1,16,1.4,1.1,0.5,-,-,2,8.4,0,176,0.1,-,1.3,130,0,178,,,,,,
2562,6209G005,บ้านเขาตานก ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,98,7.3,155,-,-,14,3.6,16,3.2,1.1,0.2,-,-,8,< 1.5,0,83,1.4,-,11,49,0,101,,,,,,
2568,6809B001,บ้านเขากะแจะ กลุ่มที่ 1 ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,102,6.4,247,1.0,-,26,4.9,16,3.7,3.5,0.3,0.0,1.2,12,8.0,0,124,0.2,-,< 0.9,86,0,161,,,,,,
2564,6309F062,หมู่บ้านคชานุรักษ์ ตำบลพวา อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,พวา,62,7.7,252,-,-,24,14,9.9,14,5.6,0.6,-,-,7,6.8,0,151,1.4,-,< 0.9,120,0,164,,,,,,
2565,5909A029,บ้านคลองขนุน ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,-,8.4,147,> 20,-,12,8.2,4.0,1.0,0.0,0.0,-,-,1,3.6,18,53,0.2,-,< 0.9,64,0,96,,,,,,
2565,5909A029,บ้านคลองขนุน ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,-,8.1,127,3.8,-,11,6.3,6.0,1.0,0.0,0.0,-,-,2,5.6,0,78,0.3,-,< 0.9,54,0,83,,,,,,
2565,6409F006,เทศบาลตำบลปัถวี บ่อที่2 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,92,6.5,297,5.9,-,37,4.6,45,1.4,7.2,1.4,0.0,0.6,5,7.6,0,193,0.1,-,20,110,0,193,,,,,,
2564,6309G049,สำนักสงฆ์บ้านซอยสุขสันต์ ตำบลทับช้าง อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทับช้าง,29.4,7.8,994,-,-,87,52,98,0.50,1.2,0.3,0.0,0.0,35,58,0,610,0.7,0.00,< 0.9,430,0,646,,,,,,
2564,6309G048,สำนักสงฆ์บ้านซอยสุขสันต์ ตำบลทับช้าง อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทับช้าง,30.18,7.7,"1,030",-,-,110,48,62,0.50,0.7,0.1,0.0,0.0,36,85,0,578,0.7,0.00,< 0.9,480,5,670,,,,,,
2568,6809B007,บ้านวังแซ้ม (บ่อแก้) ตำบลวังแซ้ม อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,วังแซ้ม,92,6.8,235,1.7,-,31,4.1,14,1.5,1.7,0.2,0.0,0.0,1,1.6,0,151,0.2,-,< 0.9,94,0,153,,,,,,
2564,6309G050,โรงเรียนบ้านทรัพย์เจริญ ตำบลสะตอน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,สะตอน,68.4,7.8,982,-,-,100,55,60,1.1,1.8,0.0,0.0,0.0,18,46,0,639,0.4,0.00,< 0.9,480,0,638,,,,,,
2564,6309G063,โรงเรียนบ้านทรัพย์เจริญ ตำบลสะตอน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,สะตอน,74,8.1,"1,070",-,-,90,25,100,0.50,0.0,0.1,0.0,0.0,66,78,0,541,0.8,0.00,< 0.9,330,0,696,,,,,,
2564,6409F006,เทศบาลตำบลปัถวี บ่อที่ 2 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,92,9.1,232,-,-,30,4.2,20,2.4,16,1.9,-,-,2,8.8,61,39,0.2,-,6.0,92,0,151,,,,,,
2562,6209A017,โรงเรียนบ้านชากไทย (จงจินต์ประชานุเคราะห์) ตำบลชากไทย อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,ชากไทย,100,7.8,16,0.3,0,2.2,0.5,< 4,0.7,0.1,0.0,0.0,0.0,< 1,< 1.5,0,13,0.0,0.00,< 0.9,8,0,10,,,,,,
2562,6209A017,โรงเรียนบ้านชากไทย (จงจินต์ประชานุเคราะห์) ตำบลชากไทย อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,ชากไทย,100,7.2,234,-,-,29,4.9,13,5.2,1.1,0.4,0.0,21,4,1.6,0,153,0.5,0.00,< 0.9,92,0,152,,,,,,
2565,6409G048,บ้านหนองคล้า บ่อที่ 1 ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,92,7.7,288,4.6,-,44,5.2,6.2,1.1,0.0,0.0,-,-,1,7.6,0,173,0.1,-,4.3,130,0,187,,,,,,
2562,6209A015,โรงเรียนบ้านวังตัก ตำบลฉมัน อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ฉมัน,68,6.4,8,0.1,0,0.0,0.3,< 4,0.4,0.0,0.0,0.0,0.0,< 1,< 1.5,0,4,0.0,0.00,< 0.9,< 5,0,5,,,,,,
2562,6209A015,โรงเรียนบ้านวังตัก ตำบลฉมัน อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ฉมัน,68,7.5,259,-,-,39,6.0,15,0.4,0.2,0.6,-,-,2,< 1.5,0,183,0.2,0.00,< 0.9,120,0,168,,,,,,
2562,6209F015,โรงเรียนวัดโป่งแรด (ปคุณวิทยาคาร) ตำบลพลับพลา อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,พลับพลา,70,6.5,10,0.1,0,1.1,0.1,< 4,0.4,0.0,0.0,0.0,0.0,< 1,< 1.5,0,6,0.0,0.00,< 0.9,< 5,0,6,,,,,,
2562,6209F016,โรงเรียนบ้านน้ำตกพลิ้ว (เฉลิมพงษ์ราษฎร์พิทยาคาร) ตำบลพลิ้ว อำเภอแหลมสิงห์ จังหวัดจันทบุรี,จันทบุรี,แหลมสิงห์,พลิ้ว,74,7.2,210,-,-,20,8.3,15,3.8,1.3,0.1,-,-,2,2.8,0,139,1.4,0.00,< 0.9,85,0,136,,,,,,
2562,6209F016,โรงเรียนบ้านน้ำตกพลิ้ว (เฉลิมพงษ์ราษฎร์พิทยาคาร) ตำบลพลิ้ว อำเภอแหลมสิงห์ จังหวัดจันทบุรี,จันทบุรี,แหลมสิงห์,พลิ้ว,74,6.8,19,0.5,0,1.8,0.3,< 4,1.1,0.0,0.0,0.0,0.0,< 1,< 1.5,0,12,0.0,0.00,< 0.9,6,0,12,,,,,,
2563,6309F004,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,92,7.3,274,-,-,32,6.1,19,4.3,0.8,0.2,0.0,0.0,2,4.8,0,174,0.6,-,1.2,110,0,178,,,,,,
2564,6409E007,บ้านคลองหลอด บ่อที่ 2 ตำบลท่าช้าง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,62,7.4,146,-,-,7.0,4.3,23,4.4,2.2,0.3,-,-,2,34,0,51,0.0,-,1.2,35,0,95,,,,,,
2565,5509A048,ประปาหมู่บ้านหมูดุด ตำบลคลองขุด อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,คลองขุด,-,7.7,589,> 20,-,94,8.7,15,1.9,2.9,0.4,-,-,31,40,0,287,0.1,-,< 0.9,270,35,383,,,,,,
2567,6309H007,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,104,7.6,405,3.2,-,28,8.3,48,1.5,0.1,0.1,0.0,0.2,9,44,0,148,0.3,-,< 0.9,100,0,263,,,,,,
2568,6309H007,บ้านตรอกประดู่ (บ่อพัฒนา) ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,104,7.5,236,0.8,-,25,4.8,20,1.5,0.0,0.0,0.0,0.1,1,13,0,127,0.1,-,< 0.9,82,0,153,,,,,,
2568,5809G045,วัดมาบโอน ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,5.2,56,0.4,-,7.2,1.5,2.7,1.1,0.1,0.5,0.0,0.8,1,4.8,0,25,0.1,0.00,7.5,24,4,36,,,,,,
2568,5809G043,ทางเข้าเขื่อนจันทวรรณ บ้านคลองกะพง ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,6.3,149,> 20,-,19,2.5,10,2.6,9.8,0.1,0.0,0.0,6,4.4,0,91,0.3,0.00,3.6,57,0,97,,,,,,
2568,5809G045,วัดมาบโอน ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,5.0,55,0.2,-,5.6,2.8,2.7,1.1,0.1,0.5,0.0,0.8,1,5.2,0,25,0.1,0.00,8.2,26,5,36,,,,,,
2568,5609G042,หลัง ศพด. เขาบายศรี บ้านยางระหง ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,6.6,234,3.6,-,37,1.1,12,5.7,1.6,0.0,0.0,0.0,3,4.4,0,161,0.7,0.00,2.0,98,0,152,,,,,,
2568,5609G042,หลัง ศพด. เขาบายศรี บ้านยางระหง ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,6.6,235,7.6,-,38,1.2,12,5.8,6.1,0.2,0.0,0.1,3,4.8,0,159,0.7,0.00,2.7,99,0,153,,,,,,
2568,5809G043,ทางเข้าเขื่อนจันทวรรณ บ้านคลองกะพง ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,6.1,154,16,-,18,4.6,10,2.6,7.1,0.3,0.0,0.0,6,5.2,0,86,0.3,0.00,1.5,64,0,100,,,,,,
